122.44	130.12	137.8	145.48	153.16	160.84	168.51	176.19	183.87	191.55	199.23	206.91	214.58	222.26	229.94	237.62	245.3	252.98	260.65	268.33	276.01	283.69	291.37	299.05	306.72	314.4	322.08	329.76	337.44	345.12	352.79	360.47	368.15	375.83	383.51	391.18	398.86	406.54	414.22	421.9	429.58	437.25	444.93	452.61	460.29	467.97	473.09	478.21	483.32	488.44	493.56	489.21	479.4	469.59	459.78	449.97	440.16	430.35	420.54	410.73	400.92	391.11	381.3	371.49	361.68	351.87	342.05	332.24	322.43	312.62	302.81	293	283.19	273.38	263.57	253.76
118.87	126.6	134.34	142.07	149.81	157.54	165.28	173.01	180.75	188.48	196.22	203.95	211.69	219.42	227.15	234.89	242.62	250.36	258.09	265.83	273.56	281.3	289.03	296.77	304.5	312.24	319.97	327.71	335.44	343.18	350.91	358.64	366.38	374.11	381.85	389.58	397.32	405.05	412.79	420.52	428.26	435.99	443.73	451.46	459.2	466.93	472.09	477.24	482.4	487.56	492.71	497.87	503.03	508.18	513.34	518.5	523.65	528.81	521.65	506.18	490.26	473.88	457.04	439.75	421.99	403.77	385.1	365.96	346.37	326.31	305.8	284.83	263.4	241.51	219.16	196.35
133.21	140.48	147.75	155.02	162.29	169.56	176.84	184.11	191.38	198.65	205.92	213.19	220.46	227.74	235.01	242.28	249.55	256.82	264.09	271.37	278.64	285.91	293.18	300.45	307.72	315	322.27	329.54	336.81	344.08	351.35	358.62	365.9	373.17	380.44	387.71	394.98	402.25	409.53	416.8	424.07	431.34	438.61	445.88	453.16	460.43	465.27	470.12	474.97	479.82	484.67	489.51	494.36	499.21	504.06	500.38	499.03	496.02	491.35	485.02	477.04	467.4	456.1	443.15	428.54	412.27	394.34	374.76	353.52	330.62	306.07	279.86	251.99	222.46	191.28	158.44
125.02	132.61	140.2	147.79	155.38	162.97	170.56	178.14	185.73	193.32	200.91	208.5	216.09	223.68	231.27	238.85	246.44	254.03	261.62	269.21	276.8	284.39	291.98	299.56	307.15	314.74	322.33	329.92	337.51	345.1	352.69	360.28	367.86	375.45	383.04	390.63	398.22	405.81	413.4	420.99	428.57	436.16	443.75	451.34	458.93	466.52	471.58	476.64	481.7	486.75	491.81	495.74	485.63	475.52	465.41	455.29	445.18	435.07	424.96	414.85	404.74	394.63	384.52	374.41	364.3	354.19	344.07	333.96	323.85	313.74	303.63	293.52	283.41	273.3	263.19	253.08
120.04	127.74	135.44	143.14	150.84	158.54	166.24	173.94	181.64	189.34	197.05	204.75	212.45	220.15	227.85	235.55	243.25	250.95	258.65	266.35	274.05	281.75	289.45	297.16	304.86	312.56	320.26	327.96	335.66	343.36	351.06	358.76	366.46	374.16	381.86	389.57	397.27	404.97	412.67	420.37	428.07	435.77	443.47	451.17	458.87	466.57	471.71	476.84	481.97	487.11	492.24	497.38	502.51	507.64	512.78	517.91	523.05	528.18	516.68	503.37	489.29	474.43	458.79	442.38	425.2	407.24	388.5	368.99	348.7	327.64	305.8	283.19	259.8	235.63	210.69	184.98
128.23	135.6	142.97	150.34	157.71	165.08	172.45	179.82	187.19	194.56	201.92	209.29	216.66	224.03	231.4	238.77	246.14	253.51	260.88	268.25	275.62	282.99	290.36	297.73	305.1	312.47	319.84	327.21	334.58	341.95	349.32	356.69	364.06	371.43	378.8	386.17	393.54	400.91	408.28	415.65	423.02	430.39	437.76	445.13	452.5	459.87	464.78	469.69	474.61	479.52	484.43	489.35	494.26	499.17	504.09	500.45	499.1	496.09	491.42	485.09	477.11	467.46	456.16	443.2	428.59	412.32	394.38	374.8	353.55	330.65	306.08	279.87	251.99	222.45	191.26	158.41
118.75	126.48	134.22	141.96	149.7	157.44	165.18	172.91	180.65	188.39	196.13	203.87	211.61	219.34	227.08	234.82	242.56	250.3	258.04	265.78	273.51	281.25	288.99	296.73	304.47	312.21	319.94	327.68	335.42	343.16	350.9	358.64	366.37	374.11	381.85	389.59	397.33	405.07	412.81	420.54	428.28	436.02	443.76	451.5	459.24	466.97	472.13	477.29	482.45	487.61	492.77	494.19	484.18	474.16	464.15	454.13	444.11	434.1	424.08	414.07	404.05	394.04	384.02	374.01	363.99	353.98	343.96	333.94	323.93	313.91	303.9	293.88	283.87	273.85	263.84	253.82
110.73	118.63	126.53	134.44	142.34	150.24	158.14	166.05	173.95	181.85	189.75	197.66	205.56	213.46	221.37	229.27	237.17	245.07	252.98	260.88	268.78	276.68	284.59	292.49	300.39	308.3	316.2	324.1	332	339.91	347.81	355.71	363.61	371.52	379.42	387.32	395.22	403.13	411.03	418.93	426.84	434.74	442.64	450.54	458.45	466.35	471.62	476.89	482.15	487.42	492.69	497.96	503.23	508.5	513.77	519.03	524.3	511.97	496.45	480.87	465.24	449.56	433.83	418.04	402.21	386.32	370.38	354.39	338.34	322.25	306.1	289.9	273.65	257.35	240.99	224.59
118.52	126.28	134.05	141.81	149.58	157.34	165.11	172.87	180.64	188.4	196.17	203.93	211.7	219.46	227.23	234.99	242.76	250.52	258.29	266.05	273.82	281.59	289.35	297.12	304.88	312.65	320.41	328.18	335.94	343.71	351.47	359.24	367	374.77	382.53	390.3	398.06	405.83	413.59	421.36	429.12	436.89	444.65	452.42	460.18	467.95	473.12	478.3	483.48	488.65	493.83	488.68	478.93	469.17	459.42	449.67	439.92	430.16	420.41	410.66	400.9	391.15	381.4	371.64	361.89	352.14	342.38	332.63	322.88	313.12	303.37	293.62	283.86	274.11	264.36	254.6
111.91	119.79	127.67	135.55	143.43	151.31	159.18	167.06	174.94	182.82	190.7	198.58	206.46	214.34	222.22	230.1	237.98	245.85	253.73	261.61	269.49	277.37	285.25	293.13	301.01	308.89	316.77	324.64	332.52	340.4	348.28	356.16	364.04	371.92	379.8	387.68	395.56	403.43	411.31	419.19	427.07	434.95	442.83	450.71	458.59	466.47	471.72	476.97	482.22	487.48	492.73	497.98	503.24	508.49	513.74	518.99	515.94	504.54	492.58	480.07	467.01	453.4	439.24	424.53	409.26	393.45	377.08	360.16	342.69	324.67	306.1	286.98	267.3	247.08	226.3	204.97
