320.08	324.22	328.36	332.5	336.64	340.78	344.92	349.05	353.19	357.33	361.47	365.61	369.75	373.89	378.03	382.17	386.3	390.44	394.58	398.72	402.86	407	411.14	415.28	419.42	423.55	427.69	431.83	435.97	440.11	444.25	448.39	452.53	456.66	460.8	464.94	469.08	473.22	477.36	481.5	485.64	489.78	493.91	498.05	502.19	506.33	509.09	511.85	514.61	517.37	520.13	513.88	504.14	494.4	484.66	474.92	465.18	455.44	445.7	435.95	426.21	416.47	406.73	396.99	387.25	377.51	367.76	358.02	348.28	338.54	328.8	319.06	309.32	299.57	289.83	280.09
319.57	323.66	327.75	331.84	335.92	340.01	344.1	348.19	352.27	356.36	360.45	364.54	368.62	372.71	376.8	380.89	384.97	389.06	393.15	397.24	401.32	405.41	409.5	413.58	417.67	421.76	425.85	429.93	434.02	438.11	442.2	446.28	450.37	454.46	458.55	462.63	466.72	470.81	474.9	478.98	483.07	487.16	491.24	495.33	499.42	503.51	506.23	508.96	511.68	514.41	517.13	519.86	515.45	505.07	494.68	484.3	473.91	463.52	453.14	442.75	432.37	421.98	411.6	401.21	390.82	380.44	370.05	359.67	349.28	338.89	328.51	318.12	307.74	297.35	286.97	276.58
317.43	321.63	325.84	330.05	334.25	338.46	342.66	346.87	351.08	355.28	359.49	363.7	367.9	372.11	376.32	380.52	384.73	388.94	393.14	397.35	401.55	405.76	409.97	414.17	418.38	422.59	426.79	431	435.21	439.41	443.62	447.82	452.03	456.24	460.44	464.65	468.86	473.06	477.27	481.48	485.68	489.89	494.1	498.3	502.51	506.71	509.52	512.32	515.13	517.93	520.74	513.08	503.34	493.6	483.86	474.13	464.39	454.65	444.92	435.18	425.44	415.71	405.97	396.23	386.5	376.76	367.02	357.28	347.55	337.81	328.07	318.34	308.6	298.86	289.13	279.39
316.5	320.74	324.97	329.2	333.43	337.66	341.89	346.12	350.35	354.59	358.82	363.05	367.28	371.51	375.74	379.97	384.2	388.44	392.67	396.9	401.13	405.36	409.59	413.82	418.05	422.29	426.52	430.75	434.98	439.21	443.44	447.67	451.9	456.13	460.37	464.6	468.83	473.06	477.29	481.52	485.75	489.98	494.22	498.45	502.68	506.91	509.73	512.55	515.37	518.19	521.01	512.98	503.23	493.48	483.73	473.98	464.23	454.48	444.73	434.98	425.23	415.48	405.73	395.98	386.23	376.47	366.72	356.97	347.22	337.47	327.72	317.97	308.22	298.47	288.72	278.97
272.25	277.36	282.46	287.57	292.67	297.78	302.88	307.99	313.09	318.2	323.3	328.41	333.52	338.62	343.73	348.83	353.94	359.04	364.15	369.25	374.36	379.46	384.57	389.67	394.78	399.89	404.99	410.1	415.2	420.31	425.41	430.52	435.62	440.73	445.83	450.94	456.04	461.15	466.26	471.36	476.47	481.57	486.68	491.78	496.89	501.99	505.4	508.8	512.2	515.61	519.01	522.41	525.82	529.22	532.63	536.03	539.43	542.84	537.47	521.17	504.65	487.9	470.93	453.73	436.31	418.67	400.8	382.71	364.4	345.86	327.1	308.11	288.91	269.47	249.82	229.94
328.79	332.57	336.36	340.14	343.93	347.71	351.49	355.28	359.06	362.85	366.63	370.42	374.2	377.99	381.77	385.55	389.34	393.12	396.91	400.69	404.48	408.26	412.05	415.83	419.61	423.4	427.18	430.97	434.75	438.54	442.32	446.1	449.89	453.67	457.46	461.24	465.03	468.81	472.6	476.38	480.16	483.95	487.73	491.52	495.3	499.09	501.61	504.13	506.66	509.18	511.7	514.22	516.75	519.27	520.77	509.91	499.05	488.19	477.33	466.47	455.61	444.75	433.89	423.03	412.17	401.31	390.45	379.59	368.73	357.87	347.01	336.15	325.29	314.43	303.57	292.71
331.11	334.91	338.7	342.5	346.29	350.09	353.88	357.68	361.47	365.27	369.06	372.86	376.65	380.45	384.24	388.04	391.83	395.63	399.42	403.21	407.01	410.8	414.6	418.39	422.19	425.98	429.78	433.57	437.37	441.16	444.96	448.75	452.55	456.34	460.14	463.93	467.73	471.52	475.32	479.11	482.91	486.7	490.5	494.29	498.09	501.88	504.41	506.94	509.47	512	514.53	517.06	519.59	520	509.81	499.63	489.45	479.26	469.08	458.9	448.71	438.53	428.35	418.16	407.98	397.8	387.61	377.43	367.25	357.06	346.88	336.69	326.51	316.33	306.14	295.96
319.58	323.51	327.44	331.37	335.3	339.23	343.16	347.09	351.02	354.95	358.88	362.81	366.74	370.67	374.6	378.53	382.46	386.39	390.32	394.25	398.18	402.11	406.04	409.97	413.9	417.83	421.76	425.69	429.62	433.55	437.48	441.41	445.34	449.27	453.2	457.13	461.06	464.99	468.92	472.85	476.78	480.71	484.64	488.57	492.5	496.43	499.05	501.67	504.29	506.91	509.53	512.15	514.77	517.39	520.01	515.91	513.29	509.38	504.2	497.75	490.01	481	470.71	459.15	446.31	432.19	416.79	400.12	382.17	362.95	342.45	320.67	297.61	273.28	247.67	220.78
318.42	322.37	326.33	330.28	334.23	338.18	342.14	346.09	350.04	353.99	357.95	361.9	365.85	369.8	373.76	377.71	381.66	385.61	389.57	393.52	397.47	401.42	405.38	409.33	413.28	417.23	421.19	425.14	429.09	433.04	437	440.95	444.9	448.85	452.81	456.76	460.71	464.66	468.62	472.57	476.52	480.47	484.43	488.38	492.33	496.28	498.92	501.55	504.19	506.82	509.46	512.09	514.73	517.36	520	515.93	513.03	508.89	503.49	496.84	488.94	479.78	469.38	457.72	444.81	430.65	415.24	398.57	380.66	361.49	341.07	319.4	296.48	272.3	246.87	220.2
317.4	321.37	325.34	329.31	333.29	337.26	341.23	345.2	349.18	353.15	357.12	361.09	365.07	369.04	373.01	376.98	380.96	384.93	388.9	392.87	396.85	400.82	404.79	408.76	412.74	416.71	420.68	424.65	428.62	432.6	436.57	440.54	444.51	448.49	452.46	456.43	460.4	464.38	468.35	472.32	476.29	480.27	484.24	488.21	492.18	496.16	498.8	501.45	504.1	506.75	509.4	512.05	514.69	517.34	519.99	515.94	512.78	508.38	502.77	495.92	487.85	478.55	468.03	456.28	443.3	429.1	413.67	397.01	379.13	360.02	339.68	318.12	295.33	271.32	246.08	219.61
